OrderID,OrderDate,CustomerID,ProductID,Quantity,DeliveryCounty,UnitPrice (KES),OrderTotal (KES),DeliveryFee (KES)
ORD03666,2022-11-23,C06044,P008,3,Kisumu,6500,19500,320
ORD03667,2022-08-01,C06990,P011,3,Nyeri,900,2700,180
ORD03668,2024-05-02,C07237,P008,3,Kiambu,6500,19500,120
ORD03669,2024-09-15,C06262,P005,1,Nairobi,2200,2200,100
ORD03670,2024-06-16,C00888,P008,4,Machakos,6500,26000,150
ORD03671,2023-01-07,C03105,P006,3,Nairobi,2800,8400,100
ORD03672,2024-02-17,C00050,P005,3,Nairobi,2200,6600,100
ORD03673,2024-01-05,C03952,P011,3,Machakos,900,2700,150
ORD03674,2022-03-01,C03561,P004,1,Nyeri,3500,3500,180
ORD03675,2022-09-25,C00019,P005,4,Kericho,2200,8800,290
ORD03676,2024-09-16,C04822,P004,2,Nyeri,3500,7000,180
ORD03677,2024-09-26,C06341,P001,1,Kakamega,21500,21500,330
ORD03678,2022-08-20,C08059,P003,3,Kisumu,32000,96000,320
ORD03679,2024-04-22,C09666,P008,3,Nyeri,6500,19500,180
ORD03680,2024-06-21,C02607,P007,1,Kiambu,4500,4500,120
ORD03681,2022-04-05,C07847,P007,4,Nyeri,4500,18000,180
ORD03682,2022-05-10,C08644,P011,4,Kakamega,900,3600,330
ORD03683,2023-06-20,C06433,P003,2,Mombasa,32000,64000,380
ORD03684,2023-10-06,C03766,P009,1,Nakuru,3800,3800,220
ORD03685,2022-01-26,C02439,P006,4,Bungoma,2800,11200,335
ORD03686,2024-12-10,C09742,P008,1,Kiambu,6500,6500,120
ORD03687,2023-04-04,C06359,P008,4,Meru,6500,26000,240
ORD03688,2023-11-24,C08320,P003,4,Machakos,32000,128000,150
ORD03689,2024-11-29,C05942,P004,3,Meru,3500,10500,240
ORD03690,2024-12-07,C07645,P006,4,Machakos,2800,11200,150
ORD03691,2022-07-15,C04856,P002,4,Meru,55000,220000,240
ORD03692,2024-06-05,C06548,P011,1,Bungoma,900,900,335
ORD03693,2023-05-25,C07197,P007,4,Mombasa,4500,18000,380
ORD03694,2024-09-13,C05912,P002,4,Kisii,55000,220000,280
ORD03695,2023-12-10,C06482,P011,1,Bungoma,900,900,335
ORD03696,2024-02-28,C02762,P005,4,Nakuru,2200,8800,220
ORD03697,2022-11-01,C04457,P004,1,Kericho,3500,3500,290
ORD03698,2022-04-22,C09608,P009,1,Kisumu,3800,3800,320
ORD03699,2022-01-24,C06362,P002,1,Kakamega,55000,55000,330
ORD03700,2022-11-18,C05694,P007,1,Bungoma,4500,4500,335
ORD03701,2024-11-01,C05789,P007,3,Nairobi,4500,13500,100
ORD03702,2024-08-19,C00202,P007,3,Machakos,4500,13500,150
ORD03703,2024-10-12,C06161,P001,3,Kisumu,21500,64500,320
ORD03704,2022-12-05,C00518,P008,3,Machakos,6500,19500,150
ORD03705,2022-06-03,C07738,P002,1,Machakos,55000,55000,150
ORD03706,2024-10-03,C09534,P005,1,Bungoma,2200,2200,335
ORD03707,2023-10-19,C01989,P002,1,Machakos,55000,55000,150
ORD03708,2023-05-09,C03803,P005,1,Machakos,2200,2200,150
ORD03709,2023-11-09,C05809,P007,3,Kakamega,4500,13500,330
ORD03710,2023-07-24,C07163,P006,4,Machakos,2800,11200,150
ORD03711,2022-04-14,C06242,P005,3,Nairobi,2200,6600,100
ORD03712,2024-11-04,C08400,P004,1,Bungoma,3500,3500,335
ORD03713,2023-04-02,C05634,P008,1,Meru,6500,6500,240
ORD03714,2024-02-15,C05756,P011,4,Kakamega,900,3600,330
ORD03715,2024-04-05,C06310,P008,1,Kakamega,6500,6500,330
ORD03716,2023-04-27,C04118,P001,4,Bungoma,21500,86000,335
ORD03717,2022-06-11,C08346,P010,1,Meru,1200,1200,240
ORD03718,2024-07-29,C01519,P002,4,Kisii,55000,220000,280
ORD03719,2024-06-28,C06164,P003,2,Machakos,32000,64000,150
ORD03720,2024-07-06,C02601,P001,2,Kiambu,21500,43000,120
ORD03721,2022-06-30,C02196,P011,2,Kisumu,900,1800,320
ORD03722,2024-10-17,C03555,P003,2,Nairobi,32000,64000,100
ORD03723,2024-07-04,C02850,P010,1,Machakos,1200,1200,150
ORD03724,2023-10-10,C01743,P008,1,Bungoma,6500,6500,335
ORD03725,2022-09-01,C01307,P004,1,Machakos,3500,3500,150
ORD03726,2024-10-15,C03850,P007,2,Bungoma,4500,9000,335
ORD03727,2022-02-06,C07520,P007,4,Nyeri,4500,18000,180
ORD03728,2022-07-30,C04196,P011,4,Kiambu,900,3600,120
ORD03729,2024-04-06,C05179,P005,2,Kakamega,2200,4400,330
ORD03730,2024-04-24,C02556,P001,1,Mombasa,21500,21500,380
ORD03731,2022-03-15,C02306,P010,2,Kisumu,1200,2400,320
ORD03732,2022-01-01,C07620,P004,3,Kericho,3500,10500,290
ORD03733,2022-07-06,C09281,P007,4,Nyeri,4500,18000,180
ORD03734,2023-09-16,C02643,P005,2,Meru,2200,4400,240
ORD03735,2024-11-07,C09370,P002,2,Kisumu,55000,110000,320
ORD03736,2023-02-28,C06410,P008,2,Kiambu,6500,13000,120
ORD03737,2024-07-23,C04758,P002,2,Nyeri,55000,110000,180
ORD03738,2023-11-30,C02995,P011,1,Nakuru,900,900,220
ORD03739,2024-01-15,C08752,P008,4,Nairobi,6500,26000,100
ORD03740,2022-04-22,C01272,P011,3,Kisii,900,2700,280
ORD03741,2023-04-02,C01814,P002,1,Nairobi,55000,55000,100
ORD03742,2024-07-19,C08802,P011,2,Nyeri,900,1800,180
ORD03743,2023-11-11,C02462,P005,2,Meru,2200,4400,240
ORD03744,2024-08-26,C04121,P004,2,Kakamega,3500,7000,330
ORD03745,2024-01-15,C06125,P001,2,Kisii,21500,43000,280
ORD03746,2024-07-15,C08476,P008,4,Kisumu,6500,26000,320
ORD03747,2022-08-22,C04397,P010,2,Nyeri,1200,2400,180
ORD03748,2022-07-19,C09284,P003,3,Bungoma,32000,96000,335
ORD03749,2023-03-31,C00817,P004,1,Meru,3500,3500,240
ORD03750,2022-01-05,C07305,P004,4,Nairobi,3500,14000,100
ORD03751,2023-12-01,C07332,P005,2,Kisii,2200,4400,280
ORD03752,2023-12-29,C00083,P003,3,Nakuru,32000,96000,220
ORD03753,2023-08-21,C01921,P009,1,Nakuru,3800,3800,220
ORD03754,2024-12-05,C07818,P004,1,Mombasa,3500,3500,380
ORD03755,2024-02-05,C02094,P010,4,Mombasa,1200,4800,380
ORD03756,2022-08-06,C07072,P011,1,Kisumu,900,900,320
ORD03757,2022-04-04,C07968,P011,2,Kisumu,900,1800,320
ORD03758,2022-12-03,C08368,P004,2,Kakamega,3500,7000,330
ORD03759,2024-10-05,C05286,P006,3,Meru,2800,8400,240
ORD03760,2022-10-15,C04938,P008,3,Kisumu,6500,19500,320
ORD03761,2024-04-18,C00370,P007,1,Nairobi,4500,4500,100
ORD03762,2022-08-08,C01819,P004,4,Nakuru,3500,14000,220
ORD03763,2023-06-05,C02102,P004,2,Meru,3500,7000,240
ORD03764,2023-02-06,C03491,P005,1,Kisii,2200,2200,280
ORD03765,2023-01-20,C01780,P010,4,Machakos,1200,4800,150
ORD03766,2022-09-05,C07675,P005,1,Bungoma,2200,2200,335
ORD03767,2024-03-15,C01365,P001,4,Kisumu,21500,86000,320
ORD03768,2023-03-18,C07295,P008,3,Nyeri,6500,19500,180
ORD03769,2024-07-25,C03677,P010,2,Kericho,1200,2400,290
ORD03770,2023-01-26,C02427,P005,3,Nairobi,2200,6600,100
ORD03771,2023-11-24,C08265,P003,2,Kisumu,32000,64000,320
ORD03772,2022-08-09,C08090,P003,4,Machakos,32000,128000,150
ORD03773,2024-04-28,C02963,P004,4,Nairobi,3500,14000,100
ORD03774,2022-04-06,C00860,P007,1,Nakuru,4500,4500,220
ORD03775,2022-09-10,C04139,P005,4,Nakuru,2200,8800,220
ORD03776,2024-07-11,C02425,P001,4,Meru,21500,86000,240
ORD03777,2024-07-25,C09257,P005,1,Kakamega,2200,2200,330
ORD03778,2024-10-29,C04018,P005,1,Nakuru,2200,2200,220
ORD03779,2022-10-03,C08561,P006,2,Kisumu,2800,5600,320
ORD03780,2024-10-18,C08343,P007,4,Kisii,4500,18000,280
ORD03781,2022-01-09,C01135,P005,1,Kakamega,2200,2200,330
ORD03782,2024-12-22,C05167,P011,2,Kiambu,900,1800,120
ORD03783,2022-04-10,C05120,P002,2,Kiambu,55000,110000,120
ORD03784,2024-06-05,C05695,P002,3,Mombasa,55000,165000,380
ORD03785,2024-09-16,C06137,P004,1,Nairobi,3500,3500,100
ORD03786,2024-11-07,C05486,P001,3,Kisii,21500,64500,280
ORD03787,2022-12-29,C04165,P007,2,Machakos,4500,9000,150
ORD03788,2022-12-22,C02347,P001,4,Bungoma,21500,86000,335
ORD03789,2022-09-20,C05040,P003,1,Kisumu,32000,32000,320
ORD03790,2022-08-01,C04898,P010,1,Bungoma,1200,1200,335
ORD03791,2024-03-04,C08253,P007,2,Kiambu,4500,9000,120
ORD03792,2023-10-22,C05042,P011,1,Machakos,900,900,150
ORD03793,2024-10-29,C03902,P006,2,Nakuru,2800,5600,220
ORD03794,2024-02-27,C01338,P007,1,Nakuru,4500,4500,220
ORD03795,2024-05-07,C01185,P005,1,Kiambu,2200,2200,120
ORD03796,2023-05-24,C04427,P008,4,Kakamega,6500,26000,330
ORD03797,2023-07-15,C01552,P006,2,Kiambu,2800,5600,120
ORD03798,2024-03-25,C01630,P004,3,Machakos,3500,10500,150
ORD03799,2023-12-04,C09520,P011,4,Nyeri,900,3600,180
ORD03800,2023-08-26,C01527,P001,2,Nairobi,21500,43000,100
ORD03801,2024-07-16,C09866,P002,1,Kakamega,55000,55000,330
ORD03802,2022-10-01,C01362,P006,2,Nairobi,2800,5600,100
ORD03803,2022-10-10,C09766,P004,2,Machakos,3500,7000,150
ORD03804,2024-04-25,C04371,P003,4,Nyeri,32000,128000,180
ORD03805,2024-11-15,C05284,P007,2,Nakuru,4500,9000,220
ORD03806,2023-09-05,C07611,P007,1,Bungoma,4500,4500,335
ORD03807,2023-10-05,C01994,P002,3,Nyeri,55000,165000,180
ORD03808,2023-03-22,C00870,P008,3,Nyeri,6500,19500,180
ORD03809,2023-02-16,C01015,P011,1,Nyeri,900,900,180
ORD03810,2023-03-06,C00603,P001,3,Nairobi,21500,64500,100
ORD03811,2023-08-19,C00691,P011,4,Nyeri,900,3600,180
ORD03812,2023-12-09,C08686,P010,2,Machakos,1200,2400,150
ORD03813,2022-09-29,C00490,P007,2,Kisii,4500,9000,280
ORD03814,2022-12-31,C06865,P010,3,Kisumu,1200,3600,320
ORD03815,2024-10-28,C07241,P001,3,Bungoma,21500,64500,335
ORD03816,2023-10-23,C07787,P003,3,Kakamega,32000,96000,330
ORD03817,2022-08-25,C08025,P003,4,Mombasa,32000,128000,380
ORD03818,2023-12-23,C00295,P010,2,Mombasa,1200,2400,380
ORD03819,2024-09-10,C05489,P002,2,Bungoma,55000,110000,335
ORD03820,2024-05-04,C04028,P010,1,Mombasa,1200,1200,380
ORD03821,2024-12-29,C02913,P005,1,Kisii,2200,2200,280
ORD03822,2023-08-09,C09910,P004,4,Kisii,3500,14000,280
ORD03823,2024-05-15,C04745,P006,2,Kiambu,2800,5600,120
ORD03824,2022-01-27,C01874,P002,2,Kisumu,55000,110000,320
ORD03825,2024-12-06,C03259,P004,1,Bungoma,3500,3500,335
ORD03826,2022-08-07,C02818,P007,1,Kakamega,4500,4500,330
ORD03827,2022-02-21,C08637,P001,2,Bungoma,21500,43000,335
ORD03828,2024-02-20,C03642,P011,4,Machakos,900,3600,150
ORD03829,2022-10-25,C04459,P003,3,Kiambu,32000,96000,120
ORD03830,2022-04-19,C05308,P001,4,Nyeri,21500,86000,180
ORD03831,2022-04-26,C08934,P002,2,Kakamega,55000,110000,330
ORD03832,2023-02-14,C02042,P009,3,Kisumu,3800,11400,320
ORD03833,2023-07-01,C00680,P010,4,Meru,1200,4800,240
ORD03834,2022-11-26,C05739,P005,4,Meru,2200,8800,240
ORD03835,2023-08-10,C05669,P004,2,Bungoma,3500,7000,335
ORD03836,2023-05-29,C09551,P004,1,Kisumu,3500,3500,320
ORD03837,2022-10-27,C07698,P008,4,Meru,6500,26000,240
ORD03838,2022-05-08,C08034,P003,4,Kakamega,32000,128000,330
ORD03839,2023-08-28,C00063,P004,1,Kiambu,3500,3500,120
ORD03840,2023-02-22,C07830,P002,4,Kisii,55000,220000,280
ORD03841,2022-03-08,C07353,P006,4,Kisumu,2800,11200,320
ORD03842,2024-01-05,C06916,P009,1,Meru,3800,3800,240
ORD03843,2024-07-15,C08327,P004,2,Machakos,3500,7000,150
ORD03844,2022-07-29,C03645,P011,2,Kakamega,900,1800,330
ORD03845,2023-04-05,C04971,P006,2,Meru,2800,5600,240
ORD03846,2024-03-07,C08004,P004,3,Nyeri,3500,10500,180
ORD03847,2023-05-02,C03279,P002,2,Kiambu,55000,110000,120
ORD03848,2024-11-12,C07297,P006,3,Nakuru,2800,8400,220
ORD03849,2023-08-13,C09015,P007,3,Nairobi,4500,13500,100
ORD03850,2022-04-07,C03075,P004,3,Kiambu,3500,10500,120
ORD03851,2024-02-21,C08313,P011,1,Kakamega,900,900,330
ORD03852,2024-03-04,C07553,P007,3,Kericho,4500,13500,290
ORD03853,2024-05-03,C01638,P011,3,Kericho,900,2700,290
ORD03854,2023-10-03,C05104,P008,1,Nairobi,6500,6500,100
ORD03855,2022-04-21,C09117,P011,4,Kisii,900,3600,280
ORD03856,2022-01-27,C00645,P003,4,Mombasa,32000,128000,380
ORD03857,2023-05-30,C02033,P002,3,Meru,55000,165000,240
ORD03858,2023-02-20,C02762,P005,2,Kakamega,2200,4400,330
ORD03859,2024-06-26,C02069,P002,4,Machakos,55000,220000,150
ORD03860,2023-04-07,C00242,P010,2,Kisii,1200,2400,280
ORD03861,2024-01-24,C02669,P005,1,Kericho,2200,2200,290
ORD03862,2023-02-07,C00803,P010,4,Kisumu,1200,4800,320
ORD03863,2023-02-01,C05060,P006,1,Nairobi,2800,2800,100
ORD03864,2023-08-26,C00196,P008,3,Kisii,6500,19500,280
ORD03865,2024-07-08,C02188,P006,4,Mombasa,2800,11200,380
ORD03866,2022-12-30,C02331,P004,3,Kisumu,3500,10500,320
ORD03867,2022-06-02,C04842,P003,3,Nyeri,32000,96000,180
ORD03868,2023-01-18,C03607,P002,1,Kiambu,55000,55000,120
ORD03869,2022-12-22,C08469,P001,4,Nairobi,21500,86000,100
ORD03870,2024-11-18,C00061,P002,4,Kericho,55000,220000,290
ORD03871,2022-09-02,C03928,P002,4,Machakos,55000,220000,150
ORD03872,2024-02-12,C06297,P005,3,Kakamega,2200,6600,330
ORD03873,2022-03-25,C02592,P009,4,Nyeri,3800,15200,180
ORD03874,2024-05-27,C08759,P001,2,Kakamega,21500,43000,330
ORD03875,2023-07-26,C09764,P004,2,Nyeri,3500,7000,180
ORD03876,2023-06-26,C06122,P010,3,Kisii,1200,3600,280
ORD03877,2022-09-24,C01201,P007,1,Nairobi,4500,4500,100
ORD03878,2022-11-26,C02855,P011,2,Kiambu,900,1800,120
ORD03879,2023-06-07,C07025,P010,1,Nairobi,1200,1200,100
ORD03880,2022-01-12,C09429,P003,4,Kisumu,32000,128000,320
ORD03881,2023-11-08,C06973,P008,2,Mombasa,6500,13000,380
ORD03882,2024-08-13,C00137,P003,3,Nyeri,32000,96000,180
ORD03883,2022-11-14,C01030,P008,3,Nyeri,6500,19500,180
ORD03884,2022-03-23,C02595,P002,1,Kericho,55000,55000,290
ORD03885,2022-11-11,C07207,P005,3,Kakamega,2200,6600,330
ORD03886,2023-10-23,C00662,P004,1,Nyeri,3500,3500,180
ORD03887,2022-04-15,C02473,P011,1,Kiambu,900,900,120
ORD03888,2023-09-09,C00087,P009,2,Machakos,3800,7600,150
ORD03889,2024-10-01,C06220,P003,2,Nairobi,32000,64000,100
ORD03890,2024-01-04,C08144,P011,3,Machakos,900,2700,150
ORD03891,2022-05-30,C06969,P005,1,Kericho,2200,2200,290
ORD03892,2023-10-13,C02774,P010,2,Kisii,1200,2400,280
ORD03893,2024-12-12,C01701,P009,4,Kisumu,3800,15200,320
ORD03894,2023-03-27,C02701,P006,3,Kakamega,2800,8400,330
ORD03895,2023-01-12,C06816,P002,3,Nyeri,55000,165000,180
ORD03896,2024-12-02,C01648,P001,4,Bungoma,21500,86000,335
ORD03897,2022-05-20,C06039,P011,4,Nakuru,900,3600,220
ORD03898,2024-10-31,C05165,P001,4,Kakamega,21500,86000,330
ORD03899,2022-11-23,C05521,P007,2,Kericho,4500,9000,290
ORD03900,2024-05-01,C03688,P002,4,Kisumu,55000,220000,320
ORD03901,2024-04-06,C00597,P007,3,Nairobi,4500,13500,100
ORD03902,2022-07-08,C04546,P001,2,Meru,21500,43000,240
ORD03903,2023-12-17,C08677,P004,1,Mombasa,3500,3500,380
ORD03904,2023-03-30,C08838,P010,4,Meru,1200,4800,240
ORD03905,2023-03-13,C04758,P011,3,Nyeri,900,2700,180
ORD03906,2023-11-11,C04385,P004,4,Machakos,3500,14000,150
ORD03907,2023-11-10,C08913,P005,1,Nyeri,2200,2200,180
ORD03908,2024-01-09,C04734,P010,2,Kisumu,1200,2400,320
ORD03909,2023-08-25,C07082,P001,1,Machakos,21500,21500,150
ORD03910,2023-03-24,C08691,P007,2,Mombasa,4500,9000,380
ORD03911,2024-12-22,C07118,P011,3,Kericho,900,2700,290
ORD03912,2024-08-30,C04730,P002,3,Kisumu,55000,165000,320
ORD03913,2022-01-19,C01674,P011,3,Kisumu,900,2700,320
ORD03914,2022-08-23,C08307,P011,1,Kericho,900,900,290
ORD03915,2023-12-10,C09929,P002,4,Nakuru,55000,220000,220
ORD03916,2024-07-01,C07179,P008,4,Nyeri,6500,26000,180
ORD03917,2023-05-08,C02295,P009,1,Kakamega,3800,3800,330
ORD03918,2023-05-15,C03631,P006,4,Kakamega,2800,11200,330
ORD03919,2022-03-23,C00147,P011,1,Kericho,900,900,290
ORD03920,2023-10-20,C03454,P001,4,Kisii,21500,86000,280
ORD03921,2024-02-21,C04508,P001,2,Kisumu,21500,43000,320
ORD03922,2022-08-21,C05784,P011,3,Nakuru,900,2700,220
ORD03923,2024-03-01,C07752,P007,4,Kiambu,4500,18000,120
ORD03924,2023-06-10,C05629,P008,1,Meru,6500,6500,240
ORD03925,2023-08-03,C08329,P003,2,Machakos,32000,64000,150
ORD03926,2022-02-20,C03361,P009,4,Nyeri,3800,15200,180
ORD03927,2024-11-24,C03006,P004,4,Kisumu,3500,14000,320
ORD03928,2024-02-07,C03553,P004,1,Machakos,3500,3500,150
ORD03929,2024-11-19,C00019,P003,2,Meru,32000,64000,240
ORD03930,2024-11-07,C02243,P008,3,Mombasa,6500,19500,380
ORD03931,2024-07-01,C06319,P009,1,Kisumu,3800,3800,320
ORD03932,2024-09-23,C05098,P001,4,Kisumu,21500,86000,320
ORD03933,2022-03-31,C08641,P002,3,Machakos,55000,165000,150
ORD03934,2023-08-31,C01949,P001,4,Kisumu,21500,86000,320
ORD03935,2023-01-30,C09138,P004,1,Kisumu,3500,3500,320
ORD03936,2023-10-19,C05619,P010,2,Kericho,1200,2400,290
ORD03937,2024-11-18,C04237,P007,3,Kisii,4500,13500,280
ORD03938,2022-06-18,C06902,P007,1,Kakamega,4500,4500,330
ORD03939,2022-07-16,C01921,P006,1,Nairobi,2800,2800,100
ORD03940,2022-12-09,C04189,P011,3,Mombasa,900,2700,380
ORD03941,2024-12-28,C00239,P005,2,Kakamega,2200,4400,330
ORD03942,2022-01-16,C00205,P011,4,Nairobi,900,3600,100
ORD03943,2022-05-15,C05553,P004,3,Nyeri,3500,10500,180
ORD03944,2023-03-08,C04928,P008,1,Kisii,6500,6500,280
ORD03945,2023-03-13,C04391,P007,3,Bungoma,4500,13500,335
ORD03946,2024-05-18,C02688,P011,3,Kisumu,900,2700,320
ORD03947,2022-08-01,C04952,P011,2,Nyeri,900,1800,180
ORD03948,2023-02-26,C06161,P010,2,Mombasa,1200,2400,380
ORD03949,2024-06-10,C05389,P001,4,Kiambu,21500,86000,120
ORD03950,2022-05-28,C09541,P006,3,Kiambu,2800,8400,120
ORD03951,2022-11-11,C05127,P002,2,Machakos,55000,110000,150
ORD03952,2022-02-18,C00817,P004,2,Kiambu,3500,7000,120
ORD03953,2024-07-29,C09013,P005,1,Kakamega,2200,2200,330
ORD03954,2023-11-11,C00193,P008,2,Kisumu,6500,13000,320
ORD03955,2022-03-19,C01777,P006,3,Nairobi,2800,8400,100
ORD03956,2022-06-29,C03646,P011,3,Nakuru,900,2700,220
ORD03957,2022-05-31,C06315,P002,1,Kericho,55000,55000,290
ORD03958,2022-04-22,C08443,P005,1,Nairobi,2200,2200,100
ORD03959,2022-12-31,C01789,P005,1,Kakamega,2200,2200,330
ORD03960,2023-05-31,C07375,P006,3,Nairobi,2800,8400,100
ORD03961,2022-05-25,C03701,P001,3,Nakuru,21500,64500,220
ORD03962,2023-04-12,C09360,P008,4,Kisumu,6500,26000,320
ORD03963,2023-06-14,C03894,P003,2,Kericho,32000,64000,290
ORD03964,2024-04-14,C06812,P005,1,Bungoma,2200,2200,335
ORD03965,2024-03-05,C09289,P007,2,Mombasa,4500,9000,380
ORD03966,2024-07-12,C02680,P003,2,Nyeri,32000,64000,180
ORD03967,2024-04-08,C03905,P010,4,Bungoma,1200,4800,335
ORD03968,2024-06-05,C07261,P006,3,Machakos,2800,8400,150
ORD03969,2023-10-10,C00505,P005,2,Kiambu,2200,4400,120
ORD03970,2022-02-04,C09814,P007,1,Meru,4500,4500,240
ORD03971,2024-03-08,C09580,P010,1,Meru,1200,1200,240
ORD03972,2022-08-31,C06774,P011,3,Bungoma,900,2700,335
ORD03973,2024-12-31,C03817,P003,3,Nairobi,32000,96000,100
ORD03974,2022-01-13,C00718,P002,3,Bungoma,55000,165000,335
ORD03975,2022-05-10,C04435,P004,1,Kericho,3500,3500,290
ORD03976,2022-04-04,C00659,P003,3,Nakuru,32000,96000,220
ORD03977,2022-05-29,C05058,P004,4,Nairobi,3500,14000,100
ORD03978,2024-01-03,C04009,P007,4,Meru,4500,18000,240
ORD03979,2024-10-26,C04995,P005,1,Kisumu,2200,2200,320
ORD03980,2022-08-06,C04235,P004,4,Kisii,3500,14000,280
ORD03981,2023-08-17,C03765,P006,2,Kiambu,2800,5600,120
ORD03982,2023-09-10,C04638,P007,3,Kakamega,4500,13500,330
ORD03983,2022-06-27,C02105,P011,4,Kisii,900,3600,280
ORD03984,2023-07-31,C09448,P005,3,Kakamega,2200,6600,330
ORD03985,2024-06-15,C06802,P007,4,Kericho,4500,18000,290
ORD03986,2024-02-21,C08576,P003,3,Kiambu,32000,96000,120
ORD03987,2024-03-20,C02608,P007,1,Kiambu,4500,4500,120
ORD03988,2022-03-05,C08386,P003,2,Nakuru,32000,64000,220
ORD03989,2024-08-28,C03720,P006,3,Kisumu,2800,8400,320
ORD03990,2022-11-17,C02582,P008,2,Kisii,6500,13000,280
ORD03991,2024-12-28,C02566,P006,3,Nairobi,2800,8400,100
ORD03992,2023-03-27,C02764,P010,1,Kericho,1200,1200,290
ORD03993,2022-10-07,C06329,P011,2,Meru,900,1800,240
ORD03994,2024-03-11,C05992,P003,4,Nairobi,32000,128000,100
ORD03995,2023-08-28,C03407,P005,2,Machakos,2200,4400,150
ORD03996,2022-10-23,C08924,P009,3,Kiambu,3800,11400,120
ORD03997,2023-09-03,C04781,P008,2,Nakuru,6500,13000,220
ORD03998,2024-02-04,C04178,P006,1,Nyeri,2800,2800,180
ORD03999,2022-01-23,C06477,P009,2,Kericho,3800,7600,290
ORD04000,2022-10-17,C02605,P002,2,Kisumu,55000,110000,320
ORD04001,2022-09-10,C08182,P011,2,Kiambu,900,1800,120
ORD04002,2022-03-27,C02383,P009,4,Kericho,3800,15200,290
ORD04003,2022-01-11,C00532,P010,2,Mombasa,1200,2400,380
ORD04004,2024-03-18,C06080,P010,3,Kericho,1200,3600,290
ORD04005,2022-06-24,C00635,P006,3,Nyeri,2800,8400,180
ORD04006,2023-09-17,C09962,P009,2,Nairobi,3800,7600,100
ORD04007,2023-03-07,C00003,P004,2,Kericho,3500,7000,290
ORD04008,2023-12-06,C08398,P005,4,Meru,2200,8800,240
ORD04009,2023-03-10,C05952,P002,1,Machakos,55000,55000,150
ORD04010,2024-04-25,C05627,P003,3,Meru,32000,96000,240
ORD04011,2024-11-15,C07740,P001,4,Nairobi,21500,86000,100
ORD04012,2022-10-19,C06004,P004,3,Kakamega,3500,10500,330
ORD04013,2022-11-26,C02891,P002,3,Kisii,55000,165000,280
ORD04014,2023-01-12,C06240,P002,2,Mombasa,55000,110000,380
ORD04015,2023-03-29,C08027,P001,3,Kisumu,21500,64500,320
ORD04016,2023-06-02,C03307,P010,1,Kisii,1200,1200,280
ORD04017,2023-02-02,C00898,P002,1,Nyeri,55000,55000,180
ORD04018,2022-08-23,C09278,P004,1,Mombasa,3500,3500,380
ORD04019,2023-01-07,C09472,P006,4,Nakuru,2800,11200,220
ORD04020,2022-04-22,C00671,P007,1,Bungoma,4500,4500,335
ORD04021,2024-08-02,C07292,P007,1,Nakuru,4500,4500,220
ORD04022,2022-05-30,C01506,P007,3,Kisumu,4500,13500,320
ORD04023,2023-08-19,C06461,P004,4,Nyeri,3500,14000,180
ORD04024,2022-05-18,C05168,P005,2,Kakamega,2200,4400,330
ORD04025,2023-05-29,C05256,P011,4,Mombasa,900,3600,380
ORD04026,2022-07-21,C00250,P003,4,Kisumu,32000,128000,320
ORD04027,2023-02-09,C06458,P001,2,Meru,21500,43000,240
ORD04028,2024-09-24,C01893,P008,2,Meru,6500,13000,240
ORD04029,2023-11-09,C03440,P010,2,Kakamega,1200,2400,330
ORD04030,2024-01-02,C02855,P011,3,Mombasa,900,2700,380
ORD04031,2022-09-20,C09696,P007,3,Kericho,4500,13500,290
ORD04032,2023-04-26,C03793,P009,3,Kisii,3800,11400,280
ORD04033,2022-07-24,C05331,P010,1,Nakuru,1200,1200,220
ORD04034,2023-08-07,C07872,P004,2,Kericho,3500,7000,290
ORD04035,2022-05-23,C08236,P005,3,Kisumu,2200,6600,320
ORD04036,2023-02-01,C03613,P005,3,Kisii,2200,6600,280
ORD04037,2023-10-13,C02619,P007,4,Kericho,4500,18000,290
ORD04038,2024-09-22,C04679,P009,3,Kiambu,3800,11400,120
ORD04039,2024-07-11,C03164,P008,2,Mombasa,6500,13000,380
ORD04040,2023-11-04,C09481,P007,2,Nyeri,4500,9000,180
ORD04041,2023-09-19,C02943,P001,1,Meru,21500,21500,240
ORD04042,2022-11-09,C08412,P010,1,Kiambu,1200,1200,120
ORD04043,2024-01-17,C01926,P006,4,Kisumu,2800,11200,320
ORD04044,2023-10-10,C02973,P010,1,Kisii,1200,1200,280
ORD04045,2024-05-27,C00991,P009,2,Mombasa,3800,7600,380
ORD04046,2022-12-12,C01813,P007,1,Kisii,4500,4500,280
ORD04047,2022-01-10,C08996,P001,1,Kisii,21500,21500,280
ORD04048,2023-10-04,C00490,P009,3,Nyeri,3800,11400,180
ORD04049,2023-05-20,C05877,P003,2,Nairobi,32000,64000,100
ORD04050,2023-03-30,C09686,P009,4,Kakamega,3800,15200,330
ORD04051,2024-06-12,C03646,P004,1,Nyeri,3500,3500,180
ORD04052,2023-07-21,C07082,P009,1,Kericho,3800,3800,290
ORD04053,2024-01-07,C02892,P008,4,Bungoma,6500,26000,335
ORD04054,2022-10-03,C09898,P007,4,Nairobi,4500,18000,100
ORD04055,2023-11-11,C03517,P004,2,Bungoma,3500,7000,335
ORD04056,2024-09-09,C03341,P009,4,Kiambu,3800,15200,120
ORD04057,2024-08-05,C06411,P004,1,Kisii,3500,3500,280
