CustomerID,Gender,AgeGroup,Region,County,SignupChannel,FirstPurchaseDate
C02305,Male,36–45,Rift Valley,Nakuru,Website,2024-03-26
C02306,Male,46+,Central,Nyeri,Social Media,2022-09-13
C02307,Male,18–25,Western,Bungoma,Social Media,2022-03-23
C02308,Male,26–35,Coast,Mombasa,App,2022-01-16
C02309,Male,46+,Western,Kakamega,App,2024-06-19
C02310,Male,36–45,Nairobi,Nairobi,Website,2022-07-12
C02311,Female,26–35,Eastern,Machakos,App,2023-12-24
C02312,Male,18–25,Central,Nyeri,Website,2024-12-20
C02313,Male,46+,Rift Valley,Nakuru,Referral,2024-08-30
C02314,Male,46+,Coast,Mombasa,App,2024-08-08
C02315,Female,26–35,Central,Nyeri,Referral,2023-06-20
C02316,Female,46+,Rift Valley,Eldoret,App,2022-12-09
C02317,Male,36–45,Eastern,Meru,App,2023-01-30
C02318,Female,26–35,Western,Bungoma,Referral,2024-07-31
C02319,Male,26–35,Eastern,Machakos,Referral,2022-09-15
C02320,Female,46+,Nyanza,Kisii,Website,2022-02-22
C02321,Male,18–25,Nairobi,Nairobi,Website,2023-10-13
C02322,Female,18–25,Nyanza,Kisii,Referral,2022-09-28
C02323,Female,18–25,Coast,Mombasa,App,2022-07-20
C02324,Female,18–25,Central,Nyeri,Website,2023-01-31
C02325,Male,26–35,Coast,Mombasa,App,2023-01-13
C02326,Male,26–35,Western,Kakamega,Social Media,2023-11-07
C02327,Male,46+,Rift Valley,Nakuru,Website,2023-06-19
C02328,Female,18–25,Eastern,Machakos,Website,2024-07-11
C02329,Female,18–25,Nyanza,Kisii,Website,2023-02-02
C02330,Male,46+,Nyanza,Kisii,Social Media,2024-05-16
C02331,Female,46+,Western,Bungoma,Referral,2023-07-15
C02332,Male,46+,Nyanza,Kisii,App,2022-07-09
C02333,Male,36–45,Western,Kakamega,Social Media,2022-07-24
C02334,Male,46+,Coast,Mombasa,Referral,2024-08-25
C02335,Male,46+,Eastern,Meru,Website,2022-02-13
C02336,Female,36–45,Central,Nyeri,Referral,2024-09-30
C02337,Female,18–25,Rift Valley,Nakuru,Referral,2024-10-15
C02338,Female,26–35,Central,Nyeri,Referral,2023-10-02
C02339,Male,18–25,Coast,Mombasa,App,2024-09-20
C02340,Female,26–35,Rift Valley,Eldoret,Referral,2023-12-02
C02341,Male,26–35,Nyanza,Kisumu,Referral,2023-12-14
C02342,Male,46+,Nairobi,Nairobi,Referral,2023-09-29
C02343,Male,46+,Coast,Mombasa,Referral,2024-03-14
C02344,Male,36–45,Coast,Mombasa,Social Media,2022-11-07
C02345,Male,18–25,Eastern,Machakos,Social Media,2024-05-27
C02346,Male,18–25,Central,Nyeri,Referral,2024-05-06
C02347,Female,26–35,Coast,Mombasa,Referral,2022-10-01
C02348,Female,46+,Coast,Mombasa,Referral,2023-06-15
C02349,Female,46+,Nyanza,Kisumu,Website,2022-01-17
C02350,Female,18–25,Nyanza,Kisumu,Referral,2023-12-19
C02351,Male,36–45,Rift Valley,Nakuru,Referral,2024-11-19
C02352,Male,46+,Western,Bungoma,Social Media,2023-04-15
C02353,Female,36–45,Western,Bungoma,Social Media,2024-03-21
C02354,Female,18–25,Nairobi,Nairobi,Social Media,2023-07-09
C02355,Female,18–25,Western,Kakamega,App,2022-04-03
C02356,Female,36–45,Eastern,Meru,Website,2024-05-31
C02357,Female,46+,Nairobi,Nairobi,Referral,2023-08-01
C02358,Female,18–25,Rift Valley,Nakuru,Social Media,2023-09-23
C02359,Female,26–35,Nyanza,Kisii,App,2024-03-31
C02360,Female,18–25,Western,Bungoma,Referral,2023-08-07
C02361,Male,46+,Central,Kiambu,Referral,2024-04-25
C02362,Male,26–35,Nyanza,Kisumu,Social Media,2024-04-21
C02363,Male,18–25,Eastern,Meru,Referral,2022-11-24
C02364,Male,46+,Nyanza,Kisii,Referral,2023-12-31
C02365,Female,46+,Eastern,Meru,Referral,2022-09-11
C02366,Male,18–25,Eastern,Machakos,Social Media,2023-07-25
C02367,Female,46+,Eastern,Machakos,App,2023-06-28
C02368,Male,36–45,Rift Valley,Nakuru,Referral,2024-04-30
C02369,Female,26–35,Eastern,Meru,App,2022-04-30
C02370,Female,36–45,Eastern,Machakos,Referral,2024-09-01
C02371,Male,18–25,Central,Kiambu,Social Media,2024-04-01
C02372,Male,36–45,Nairobi,Nairobi,App,2023-05-29
C02373,Female,18–25,Coast,Mombasa,Social Media,2024-09-05
C02374,Female,18–25,Nairobi,Nairobi,Website,2022-04-07
C02375,Female,46+,Eastern,Machakos,Referral,2024-05-20
C02376,Male,46+,Central,Nyeri,Website,2022-09-14
C02377,Male,18–25,Nyanza,Kisumu,Website,2022-05-08
C02378,Female,26–35,Central,Nyeri,Website,2022-02-26
C02379,Male,26–35,Eastern,Meru,Referral,2023-08-05
C02380,Female,26–35,Central,Nyeri,Social Media,2023-07-10
C02381,Male,36–45,Western,Bungoma,Website,2023-12-25
C02382,Male,18–25,Central,Nyeri,App,2023-10-15
C02383,Male,46+,Eastern,Machakos,Referral,2022-06-07
C02384,Male,36–45,Rift Valley,Eldoret,Social Media,2022-03-26
C02385,Male,36–45,Western,Bungoma,Social Media,2022-11-18
C02386,Female,46+,Central,Nyeri,Website,2022-11-05
C02387,Female,18–25,Coast,Mombasa,Referral,2022-10-11
C02388,Male,36–45,Coast,Mombasa,Website,2024-12-01
C02389,Female,18–25,Central,Kiambu,App,2024-09-29
C02390,Female,18–25,Rift Valley,Nakuru,Social Media,2022-05-14
C02391,Male,18–25,Nyanza,Kisii,Social Media,2023-09-06
C02392,Female,46+,Eastern,Machakos,Referral,2023-10-11
C02393,Male,18–25,Coast,Mombasa,Social Media,2022-08-17
C02394,Female,36–45,Nyanza,Kisii,Referral,2024-09-24
C02395,Female,46+,Central,Kiambu,Website,2022-04-29
C02396,Female,46+,Nyanza,Kisumu,App,2024-07-26
C02397,Female,36–45,Western,Bungoma,Referral,2022-11-20
C02398,Female,46+,Nairobi,Nairobi,Website,2024-07-09
C02399,Female,36–45,Coast,Mombasa,App,2022-06-08
C02400,Female,26–35,Central,Nyeri,Social Media,2022-08-27
C02401,Male,36–45,Eastern,Machakos,App,2023-01-31
C02402,Male,46+,Rift Valley,Eldoret,App,2022-11-16
C02403,Male,36–45,Western,Bungoma,App,2022-11-05
C02404,Male,26–35,Central,Kiambu,Social Media,2022-09-06
C02405,Female,18–25,Eastern,Meru,Referral,2023-06-22
C02406,Female,18–25,Rift Valley,Nakuru,Referral,2023-12-02
C02407,Female,18–25,Rift Valley,Nakuru,App,2023-01-29
C02408,Male,46+,Central,Nyeri,Website,2023-10-14
C02409,Male,26–35,Western,Bungoma,Website,2024-10-14
C02410,Male,36–45,Nyanza,Kisumu,App,2023-02-10
C02411,Female,36–45,Nyanza,Kisumu,App,2024-09-26
C02412,Male,36–45,Rift Valley,Eldoret,Website,2022-01-21
C02413,Female,36–45,Nyanza,Kisii,App,2022-06-04
C02414,Male,46+,Nairobi,Nairobi,App,2024-05-16
C02415,Female,46+,Rift Valley,Eldoret,Referral,2023-07-13
C02416,Male,26–35,Rift Valley,Nakuru,Referral,2022-07-13
C02417,Female,36–45,Eastern,Meru,App,2023-02-03
C02418,Male,18–25,Nyanza,Kisumu,App,2022-10-07
C02419,Male,46+,Western,Kakamega,Social Media,2024-09-06
C02420,Female,26–35,Rift Valley,Eldoret,Referral,2024-10-30
C02421,Female,26–35,Western,Bungoma,App,2023-04-17
C02422,Male,46+,Nairobi,Nairobi,Social Media,2022-06-01
C02423,Female,18–25,Eastern,Meru,Social Media,2024-03-12
C02424,Male,18–25,Central,Nyeri,Social Media,2023-07-07
C02425,Female,36–45,Western,Bungoma,Social Media,2023-12-31
C02426,Male,46+,Rift Valley,Eldoret,Referral,2023-05-28
C02427,Female,18–25,Nairobi,Nairobi,Social Media,2024-10-09
C02428,Male,46+,Coast,Mombasa,Referral,2022-06-20
C02429,Male,26–35,Nairobi,Nairobi,Social Media,2024-04-29
C02430,Male,26–35,Nairobi,Nairobi,Social Media,2024-03-04
C02431,Female,26–35,Eastern,Meru,Website,2022-05-05
C02432,Male,46+,Central,Kiambu,Referral,2022-06-24
C02433,Female,36–45,Coast,Mombasa,Website,2023-05-19
C02434,Female,36–45,Nyanza,Kisumu,Website,2023-12-12
C02435,Female,18–25,Nyanza,Kisii,Social Media,2022-04-16
C02436,Male,46+,Western,Kakamega,Referral,2023-06-12
C02437,Female,36–45,Nairobi,Nairobi,App,2022-02-07
C02438,Female,46+,Eastern,Meru,Social Media,2023-01-30
C02439,Female,36–45,Eastern,Machakos,Referral,2024-07-09
C02440,Male,26–35,Nyanza,Kisumu,Website,2023-04-22
C02441,Female,26–35,Western,Bungoma,Referral,2023-12-23
C02442,Female,18–25,Western,Bungoma,Social Media,2022-11-11
C02443,Female,26–35,Western,Kakamega,Referral,2022-12-31
C02444,Female,36–45,Coast,Mombasa,Website,2022-06-30
C02445,Male,18–25,Central,Kiambu,Referral,2024-01-04
C02446,Male,18–25,Coast,Mombasa,Referral,2024-05-25
C02447,Female,26–35,Rift Valley,Nakuru,Website,2024-09-20
C02448,Female,46+,Rift Valley,Nakuru,Social Media,2023-10-23
C02449,Female,26–35,Central,Nyeri,App,2022-09-01
C02450,Female,26–35,Nyanza,Kisumu,Website,2022-11-09
C02451,Male,18–25,Central,Nyeri,Website,2022-03-17
C02452,Male,26–35,Eastern,Meru,Social Media,2022-09-19
C02453,Male,36–45,Rift Valley,Eldoret,Social Media,2022-08-19
C02454,Male,18–25,Nairobi,Nairobi,Referral,2023-12-04
C02455,Female,26–35,Nairobi,Nairobi,Website,2023-10-08
C02456,Female,46+,Nyanza,Kisumu,Referral,2024-01-27
C02457,Male,36–45,Eastern,Machakos,Referral,2024-04-21
C02458,Male,46+,Coast,Mombasa,Social Media,2024-05-28
C02459,Female,36–45,Eastern,Meru,Social Media,2023-05-31
C02460,Female,46+,Nairobi,Nairobi,Referral,2023-03-18
C02461,Female,26–35,Nairobi,Nairobi,Website,2023-08-06
C02462,Female,36–45,Rift Valley,Nakuru,Website,2022-09-19
C02463,Female,18–25,Eastern,Machakos,Referral,2024-01-19
C02464,Male,18–25,Eastern,Machakos,App,2024-03-29
C02465,Male,46+,Nairobi,Nairobi,App,2024-09-28
C02466,Female,46+,Coast,Mombasa,Social Media,2024-05-16
C02467,Female,46+,Nyanza,Kisii,Website,2023-08-31
C02468,Male,36–45,Western,Kakamega,Referral,2024-06-28
C02469,Female,18–25,Nyanza,Kisii,Referral,2023-06-07
C02470,Male,26–35,Eastern,Meru,Website,2024-11-02
C02471,Male,36–45,Nyanza,Kisii,Social Media,2022-06-11
C02472,Male,46+,Nairobi,Nairobi,Social Media,2022-01-05
C02473,Male,18–25,Nairobi,Nairobi,App,2022-07-21
C02474,Female,46+,Eastern,Machakos,Website,2023-02-20
C02475,Female,26–35,Eastern,Meru,Website,2024-11-01
C02476,Male,26–35,Western,Kakamega,Referral,2024-08-05
C02477,Female,18–25,Western,Bungoma,Website,2024-01-22
C02478,Female,36–45,Rift Valley,Nakuru,App,2024-08-07
C02479,Female,26–35,Eastern,Machakos,Website,2023-01-08
C02480,Female,26–35,Coast,Mombasa,Referral,2023-03-07
C02481,Male,26–35,Nyanza,Kisumu,App,2023-11-21
C02482,Female,26–35,Eastern,Meru,Referral,2022-04-28
C02483,Male,46+,Central,Kiambu,Website,2023-08-11
C02484,Male,46+,Rift Valley,Eldoret,Social Media,2024-12-05
C02485,Female,36–45,Central,Nyeri,Website,2022-08-15
C02486,Male,18–25,Nairobi,Nairobi,Website,2022-12-14
C02487,Female,18–25,Western,Bungoma,Referral,2022-05-21
C02488,Female,18–25,Nyanza,Kisii,Social Media,2022-07-23
C02489,Male,26–35,Eastern,Meru,Website,2024-09-30
C02490,Female,46+,Central,Nyeri,App,2024-05-10
C02491,Male,46+,Nyanza,Kisumu,App,2024-04-24
C02492,Male,36–45,Nairobi,Nairobi,Referral,2024-09-21
C02493,Female,18–25,Western,Bungoma,Referral,2022-11-09
C02494,Female,46+,Coast,Mombasa,Social Media,2022-05-17
C02495,Female,36–45,Rift Valley,Eldoret,Referral,2022-12-17
C02496,Male,18–25,Nyanza,Kisii,Social Media,2022-06-22
C02497,Female,26–35,Nyanza,Kisii,Website,2022-03-20
C02498,Male,46+,Coast,Mombasa,App,2024-09-05
C02499,Male,46+,Nyanza,Kisumu,App,2023-07-23
C02500,Female,18–25,Nairobi,Nairobi,App,2024-05-12
C02501,Female,26–35,Nairobi,Nairobi,Referral,2022-02-26
C02502,Female,26–35,Coast,Mombasa,Referral,2022-12-29
C02503,Male,46+,Rift Valley,Nakuru,Website,2022-05-14
C02504,Female,18–25,Eastern,Meru,Referral,2022-01-14
C02505,Male,36–45,Central,Kiambu,Social Media,2022-10-10
C02506,Female,46+,Eastern,Meru,App,2024-03-16
C02507,Female,26–35,Nyanza,Kisumu,Website,2022-05-07
C02508,Male,36–45,Central,Nyeri,Social Media,2022-08-06
C02509,Male,18–25,Coast,Mombasa,Social Media,2024-01-15
C02510,Female,26–35,Coast,Mombasa,Referral,2023-11-11
C02511,Female,36–45,Rift Valley,Eldoret,Referral,2024-09-23
C02512,Female,46+,Central,Nyeri,App,2022-09-17
C02513,Female,26–35,Nairobi,Nairobi,Website,2022-04-09
C02514,Female,18–25,Central,Nyeri,Social Media,2022-07-01
C02515,Male,26–35,Nyanza,Kisii,Referral,2022-06-18
C02516,Male,46+,Nairobi,Nairobi,Referral,2022-08-21
C02517,Male,18–25,Western,Kakamega,Website,2024-08-13
C02518,Male,46+,Western,Kakamega,Website,2023-04-17
C02519,Female,36–45,Western,Bungoma,Referral,2023-11-10
C02520,Male,26–35,Coast,Mombasa,Referral,2023-01-16
C02521,Male,46+,Central,Kiambu,App,2022-09-08
C02522,Male,36–45,Western,Kakamega,Website,2022-11-15
C02523,Female,18–25,Eastern,Meru,Social Media,2022-07-12
C02524,Male,18–25,Rift Valley,Eldoret,Referral,2024-07-25
C02525,Female,36–45,Eastern,Machakos,Referral,2023-08-24
C02526,Male,36–45,Western,Bungoma,Referral,2023-08-30
C02527,Female,18–25,Rift Valley,Nakuru,Referral,2024-02-04
C02528,Male,46+,Nyanza,Kisumu,App,2024-06-03
C02529,Female,36–45,Eastern,Meru,Website,2024-09-17
C02530,Male,46+,Central,Kiambu,Referral,2023-05-21
C02531,Female,18–25,Central,Nyeri,Website,2022-03-06
C02532,Female,46+,Eastern,Machakos,Social Media,2022-08-10
C02533,Male,46+,Western,Bungoma,Social Media,2023-04-11
C02534,Female,36–45,Central,Nyeri,Social Media,2022-03-13
C02535,Female,46+,Nyanza,Kisumu,Social Media,2024-06-06
C02536,Male,46+,Nairobi,Nairobi,Website,2023-04-19
C02537,Male,46+,Western,Kakamega,Social Media,2023-10-17
C02538,Female,18–25,Nyanza,Kisumu,Social Media,2022-01-19
C02539,Male,18–25,Rift Valley,Eldoret,Referral,2023-06-06
C02540,Male,26–35,Nyanza,Kisii,Referral,2024-02-23
C02541,Male,18–25,Western,Kakamega,Referral,2023-02-19
C02542,Female,18–25,Rift Valley,Eldoret,App,2022-12-30
C02543,Female,26–35,Western,Kakamega,Referral,2023-06-12
C02544,Female,26–35,Central,Kiambu,Social Media,2024-03-06
C02545,Female,36–45,Nairobi,Nairobi,Website,2023-03-19
C02546,Female,36–45,Western,Kakamega,Social Media,2022-09-22
C02547,Female,18–25,Western,Bungoma,Website,2023-10-12
C02548,Female,46+,Central,Kiambu,Social Media,2023-05-24
C02549,Male,36–45,Coast,Mombasa,App,2023-04-11
C02550,Female,36–45,Central,Kiambu,Referral,2022-12-31
C02551,Female,18–25,Rift Valley,Eldoret,Social Media,2023-05-08
C02552,Male,46+,Central,Kiambu,Referral,2023-06-26
C02553,Male,26–35,Central,Kiambu,App,2023-12-24
C02554,Male,26–35,Nairobi,Nairobi,App,2024-04-21
C02555,Female,18–25,Central,Kiambu,Referral,2022-10-27
C02556,Male,18–25,Western,Bungoma,Referral,2022-06-23
C02557,Female,46+,Nairobi,Nairobi,Website,2023-10-08
C02558,Female,18–25,Eastern,Meru,Referral,2022-01-24
C02559,Female,18–25,Coast,Mombasa,Referral,2024-01-01
C02560,Male,18–25,Nairobi,Nairobi,Website,2022-01-07
C02561,Male,46+,Rift Valley,Eldoret,Social Media,2024-10-26
C02562,Female,18–25,Eastern,Machakos,Website,2024-05-27
C02563,Female,36–45,Nairobi,Nairobi,Social Media,2022-06-15
C02564,Female,46+,Nairobi,Nairobi,Social Media,2023-03-04
C02565,Male,36–45,Coast,Mombasa,Social Media,2022-05-25
C02566,Female,46+,Western,Bungoma,Website,2024-07-21
C02567,Male,36–45,Rift Valley,Eldoret,Website,2023-05-24
C02568,Female,46+,Nyanza,Kisumu,App,2024-06-25
C02569,Male,26–35,Nyanza,Kisii,Social Media,2023-10-07
C02570,Female,18–25,Nairobi,Nairobi,Website,2022-03-17
C02571,Male,18–25,Central,Kiambu,App,2024-04-03
C02572,Male,46+,Rift Valley,Nakuru,Social Media,2024-11-27
C02573,Male,36–45,Eastern,Machakos,Website,2023-07-20
C02574,Male,26–35,Central,Kiambu,Website,2023-09-09
C02575,Male,36–45,Central,Nyeri,Website,2023-01-16
C02576,Male,18–25,Rift Valley,Eldoret,Referral,2024-04-27
C02577,Female,18–25,Western,Kakamega,App,2022-10-30
C02578,Female,36–45,Nairobi,Nairobi,Website,2024-01-26
C02579,Female,46+,Nairobi,Nairobi,Referral,2022-06-13
C02580,Female,46+,Nairobi,Nairobi,App,2022-04-11
C02581,Male,36–45,Nairobi,Nairobi,App,2024-06-16
C02582,Female,18–25,Nyanza,Kisumu,Referral,2024-02-22
C02583,Male,36–45,Nairobi,Nairobi,App,2023-01-03
C02584,Male,18–25,Nyanza,Kisumu,Referral,2023-12-28
C02585,Male,36–45,Nyanza,Kisumu,Social Media,2023-01-07
C02586,Female,46+,Western,Bungoma,Website,2024-05-11
C02587,Male,26–35,Nairobi,Nairobi,Referral,2022-10-07
C02588,Female,18–25,Coast,Mombasa,App,2022-11-12
C02589,Female,26–35,Eastern,Meru,App,2024-03-26
C02590,Female,46+,Central,Kiambu,Social Media,2022-05-31
C02591,Female,36–45,Nyanza,Kisumu,Social Media,2024-10-05
C02592,Female,46+,Rift Valley,Eldoret,Social Media,2023-10-31
C02593,Male,26–35,Rift Valley,Nakuru,Social Media,2023-02-11
C02594,Male,46+,Eastern,Machakos,Social Media,2022-10-14
C02595,Female,46+,Rift Valley,Eldoret,Website,2024-07-05
C02596,Male,36–45,Coast,Mombasa,Referral,2023-05-07
C02597,Female,26–35,Rift Valley,Eldoret,Social Media,2024-10-29
C02598,Male,26–35,Central,Kiambu,Social Media,2024-01-08
C02599,Male,26–35,Central,Kiambu,Website,2022-05-11
C02600,Male,18–25,Nyanza,Kisii,Referral,2024-09-23
C02601,Male,46+,Nairobi,Nairobi,Social Media,2023-05-13
C02602,Male,26–35,Western,Kakamega,Referral,2023-09-14
C02603,Male,46+,Coast,Mombasa,Referral,2024-06-07
C02604,Male,36–45,Nyanza,Kisii,Website,2022-12-20
C02605,Male,36–45,Coast,Mombasa,Website,2022-09-28
C02606,Male,18–25,Nairobi,Nairobi,Social Media,2023-03-08
C02607,Male,18–25,Rift Valley,Nakuru,App,2024-01-09
C02608,Male,36–45,Rift Valley,Eldoret,Website,2023-04-17
C02609,Male,26–35,Western,Kakamega,Referral,2023-05-23
C02610,Male,36–45,Nairobi,Nairobi,Referral,2022-02-24
C02611,Female,46+,Nyanza,Kisii,Social Media,2022-02-06
C02612,Male,18–25,Western,Bungoma,Social Media,2024-06-18
C02613,Male,18–25,Nairobi,Nairobi,Social Media,2022-02-24
C02614,Male,36–45,Eastern,Meru,Referral,2023-06-08
C02615,Male,26–35,Central,Nyeri,Website,2024-07-03
C02616,Male,26–35,Western,Bungoma,App,2023-04-08
C02617,Male,46+,Western,Kakamega,Website,2023-11-28
C02618,Female,18–25,Nyanza,Kisii,App,2023-12-17
C02619,Female,36–45,Coast,Mombasa,Website,2024-10-27
C02620,Female,36–45,Eastern,Machakos,Social Media,2024-01-02
C02621,Male,18–25,Nyanza,Kisumu,Referral,2024-09-15
C02622,Male,36–45,Nairobi,Nairobi,App,2022-07-31
C02623,Male,18–25,Nairobi,Nairobi,Website,2024-01-24
C02624,Female,26–35,Nairobi,Nairobi,Referral,2023-03-12
C02625,Male,26–35,Nairobi,Nairobi,App,2022-03-25
C02626,Male,36–45,Coast,Mombasa,App,2024-02-18
C02627,Female,26–35,Eastern,Meru,Referral,2024-04-13
C02628,Female,26–35,Rift Valley,Eldoret,Social Media,2023-04-06
C02629,Male,46+,Central,Nyeri,Referral,2022-06-26
C02630,Male,18–25,Coast,Mombasa,Social Media,2022-11-08
C02631,Male,18–25,Coast,Mombasa,Website,2022-07-05
C02632,Male,36–45,Rift Valley,Nakuru,Website,2022-09-03
C02633,Female,18–25,Rift Valley,Nakuru,Referral,2024-10-13
C02634,Male,46+,Central,Nyeri,Social Media,2023-01-19
C02635,Male,36–45,Central,Kiambu,Website,2024-12-01
C02636,Female,36–45,Rift Valley,Eldoret,Social Media,2022-10-12
C02637,Male,18–25,Nairobi,Nairobi,Social Media,2024-09-06
C02638,Male,26–35,Coast,Mombasa,Social Media,2024-09-14
C02639,Female,26–35,Nyanza,Kisumu,Referral,2022-10-27
C02640,Female,26–35,Central,Nyeri,Social Media,2024-06-19
C02641,Male,26–35,Central,Nyeri,Referral,2024-05-23
C02642,Female,46+,Rift Valley,Nakuru,Website,2023-05-01
C02643,Female,36–45,Eastern,Meru,Website,2023-03-12
C02644,Male,26–35,Nyanza,Kisii,App,2024-03-16
C02645,Female,46+,Nyanza,Kisumu,App,2022-06-30
C02646,Male,36–45,Central,Kiambu,Website,2024-06-01
C02647,Male,18–25,Nairobi,Nairobi,Social Media,2024-05-26
C02648,Male,18–25,Eastern,Machakos,Social Media,2023-11-25
C02649,Male,46+,Nyanza,Kisii,Website,2022-12-06
C02650,Female,36–45,Central,Kiambu,Website,2023-05-06
C02651,Male,26–35,Nyanza,Kisii,App,2023-05-10
C02652,Male,36–45,Western,Kakamega,Social Media,2023-12-31
C02653,Male,26–35,Eastern,Meru,Website,2023-04-01
C02654,Male,46+,Eastern,Machakos,App,2022-04-15
C02655,Female,26–35,Western,Kakamega,App,2023-12-20
C02656,Female,46+,Coast,Mombasa,Social Media,2023-03-15
C02657,Female,36–45,Western,Kakamega,App,2023-10-13
C02658,Male,36–45,Rift Valley,Nakuru,App,2023-05-24
C02659,Female,26–35,Rift Valley,Nakuru,Referral,2022-09-08
C02660,Female,36–45,Central,Nyeri,Website,2024-08-22
C02661,Male,26–35,Eastern,Meru,Social Media,2022-02-16
C02662,Female,36–45,Coast,Mombasa,Website,2024-05-28
C02663,Male,18–25,Coast,Mombasa,Referral,2024-10-14
C02664,Female,26–35,Nyanza,Kisii,Social Media,2024-02-14
C02665,Female,46+,Nyanza,Kisumu,Website,2024-06-03
C02666,Female,18–25,Western,Bungoma,App,2022-03-05
C02667,Female,46+,Coast,Mombasa,Social Media,2022-11-16
C02668,Male,36–45,Western,Kakamega,Referral,2024-05-09
C02669,Male,18–25,Western,Bungoma,App,2024-02-19
C02670,Female,36–45,Nyanza,Kisii,Referral,2022-01-29
C02671,Male,26–35,Eastern,Meru,App,2023-03-13
C02672,Female,46+,Western,Kakamega,Website,2024-02-02
C02673,Female,36–45,Nairobi,Nairobi,Website,2024-01-06
C02674,Female,46+,Eastern,Machakos,Website,2024-12-06
C02675,Female,46+,Coast,Mombasa,Referral,2023-03-27
C02676,Female,36–45,Coast,Mombasa,Social Media,2023-09-25
C02677,Female,26–35,Western,Bungoma,Website,2024-12-12
C02678,Male,46+,Eastern,Machakos,Referral,2022-08-21
C02679,Male,36–45,Nyanza,Kisii,App,2022-07-19
C02680,Female,26–35,Nyanza,Kisumu,Website,2023-11-05
C02681,Male,36–45,Rift Valley,Eldoret,App,2023-07-03
C02682,Female,26–35,Coast,Mombasa,Website,2024-07-25
C02683,Male,46+,Central,Nyeri,App,2022-04-07
C02684,Male,18–25,Rift Valley,Nakuru,Referral,2022-02-18
C02685,Male,36–45,Nyanza,Kisumu,Website,2024-06-14
C02686,Female,46+,Eastern,Machakos,Referral,2023-06-06
C02687,Male,36–45,Nyanza,Kisumu,Referral,2022-02-09
C02688,Female,36–45,Eastern,Machakos,App,2024-07-02
C02689,Female,26–35,Rift Valley,Nakuru,Website,2023-07-07
C02690,Female,36–45,Coast,Mombasa,Social Media,2023-11-07
C02691,Male,26–35,Nyanza,Kisumu,Social Media,2024-02-09
C02692,Male,46+,Western,Bungoma,Referral,2022-07-30
C02693,Male,36–45,Eastern,Meru,App,2023-03-09
C02694,Female,46+,Coast,Mombasa,App,2023-12-08
C02695,Female,18–25,Central,Kiambu,App,2023-07-19
C02696,Male,46+,Eastern,Machakos,Website,2022-05-27
C02697,Female,36–45,Rift Valley,Nakuru,Website,2022-10-09
C02698,Male,18–25,Central,Nyeri,App,2024-01-25
C02699,Male,26–35,Central,Kiambu,Social Media,2024-12-10
C02700,Male,18–25,Nairobi,Nairobi,Social Media,2023-05-10
C02701,Male,36–45,Nyanza,Kisumu,Website,2023-02-13
C02702,Female,36–45,Eastern,Meru,App,2022-09-30
C02703,Male,46+,Central,Nyeri,Social Media,2023-04-03
C02704,Male,26–35,Nairobi,Nairobi,Social Media,2022-02-15
C02705,Male,36–45,Rift Valley,Nakuru,Website,2022-11-07
C02706,Male,36–45,Coast,Mombasa,Website,2023-07-16
C02707,Male,26–35,Western,Kakamega,Social Media,2022-11-27
C02708,Male,26–35,Western,Kakamega,App,2022-01-11
C02709,Male,46+,Eastern,Machakos,Social Media,2024-06-26
C02710,Female,18–25,Central,Kiambu,Social Media,2024-12-07
C02711,Female,26–35,Western,Kakamega,App,2022-01-08
C02712,Female,36–45,Nyanza,Kisii,Website,2024-09-10
C02713,Female,26–35,Western,Kakamega,App,2023-07-20
C02714,Male,36–45,Western,Bungoma,App,2022-09-30
C02715,Female,46+,Western,Bungoma,App,2024-07-29
C02716,Female,18–25,Nairobi,Nairobi,App,2024-06-19
C02717,Female,46+,Central,Nyeri,Website,2022-05-11
C02718,Male,26–35,Nyanza,Kisumu,Social Media,2023-12-25
C02719,Female,36–45,Central,Nyeri,Referral,2023-09-26
C02720,Female,26–35,Eastern,Machakos,Website,2022-04-24
C02721,Male,26–35,Eastern,Meru,App,2023-06-16
C02722,Female,26–35,Eastern,Machakos,Social Media,2024-11-10
C02723,Male,26–35,Rift Valley,Eldoret,Social Media,2022-02-02
C02724,Female,18–25,Western,Bungoma,App,2022-05-13
C02725,Male,36–45,Rift Valley,Nakuru,Website,2024-07-08
C02726,Female,26–35,Nairobi,Nairobi,App,2024-09-01
C02727,Female,36–45,Eastern,Meru,Social Media,2022-01-26
C02728,Female,18–25,Nyanza,Kisii,Social Media,2023-08-24
C02729,Male,36–45,Central,Kiambu,Website,2023-06-29
C02730,Female,36–45,Western,Kakamega,Referral,2022-01-18
C02731,Male,18–25,Coast,Mombasa,App,2024-07-22
C02732,Male,26–35,Nyanza,Kisumu,Referral,2022-10-16
C02733,Male,36–45,Western,Bungoma,Social Media,2024-11-16
C02734,Male,46+,Rift Valley,Nakuru,Referral,2024-03-27
C02735,Female,36–45,Rift Valley,Nakuru,App,2022-04-18
C02736,Female,26–35,Nyanza,Kisii,App,2024-08-30
C02737,Female,46+,Rift Valley,Nakuru,Social Media,2024-08-05
C02738,Male,26–35,Eastern,Meru,Website,2024-01-08
C02739,Female,36–45,Nairobi,Nairobi,Website,2022-11-20
C02740,Male,18–25,Central,Nyeri,Social Media,2024-05-16
C02741,Male,26–35,Nairobi,Nairobi,App,2024-01-05
C02742,Male,26–35,Western,Kakamega,Website,2024-03-03
